item,command,returncode,output,stage,variant,training_seed,timestamp
nproc,nproc,0,16,validate_only,decouple_nk_obs,0,2026-05-17 13:27:24
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,0,2026-05-17 13:27:24
taskset_current_process,taskset -pc 9050,0,pid 9050's current affinity list: 0-15,validate_only,decouple_nk_obs,0,2026-05-17 13:27:24
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.7Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,0,2026-05-17 13:27:24
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,0,2026-05-17 13:27:24
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": """", ""NUMEXPR_NUM_THREADS"": """", ""OMP_NUM_THREADS"": """", ""OPENBLAS_NUM_THREADS"": """", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,0,2026-05-17 13:27:24
nproc,nproc,0,16,validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:27:24
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:27:24
taskset_current_process,taskset -pc 9051,0,pid 9051's current affinity list: 0-15,validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:27:24
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.7Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:27:24
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:27:24
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": """", ""NUMEXPR_NUM_THREADS"": """", ""OMP_NUM_THREADS"": """", ""OPENBLAS_NUM_THREADS"": """", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:27:24
nproc,nproc,0,1,validate_only,decouple_nk_obs,0,2026-05-17 13:27:48
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,0,2026-05-17 13:27:48
taskset_current_process,taskset -pc 9185,0,pid 9185's current affinity list: 0-15,validate_only,decouple_nk_obs,0,2026-05-17 13:27:48
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,0,2026-05-17 13:27:48
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,0,2026-05-17 13:27:48
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,0,2026-05-17 13:27:48
nproc,nproc,0,1,validate_only,decouple_nk_obs,1,2026-05-17 13:27:52
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,1,2026-05-17 13:27:52
taskset_current_process,taskset -pc 9210,0,pid 9210's current affinity list: 0-15,validate_only,decouple_nk_obs,1,2026-05-17 13:27:52
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,1,2026-05-17 13:27:52
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,1,2026-05-17 13:27:52
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,1,2026-05-17 13:27:52
nproc,nproc,0,1,validate_only,decouple_nk_obs,2,2026-05-17 13:27:56
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,2,2026-05-17 13:27:56
taskset_current_process,taskset -pc 9221,0,pid 9221's current affinity list: 0-15,validate_only,decouple_nk_obs,2,2026-05-17 13:27:56
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,2,2026-05-17 13:27:56
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,2,2026-05-17 13:27:56
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,2,2026-05-17 13:27:56
nproc,nproc,0,1,validate_only,decouple_nk_gpsi,0,2026-05-17 13:27:59
nproc_all,nproc --all,0,16,validate_only,decouple_nk_gpsi,0,2026-05-17 13:27:59
taskset_current_process,taskset -pc 9232,0,pid 9232's current affinity list: 0-15,validate_only,decouple_nk_gpsi,0,2026-05-17 13:27:59
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_gpsi,0,2026-05-17 13:27:59
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_gpsi,0,2026-05-17 13:27:59
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_gpsi,0,2026-05-17 13:27:59
nproc,nproc,0,1,validate_only,decouple_nk_gpsi,1,2026-05-17 13:28:03
nproc_all,nproc --all,0,16,validate_only,decouple_nk_gpsi,1,2026-05-17 13:28:03
taskset_current_process,taskset -pc 9243,0,pid 9243's current affinity list: 0-15,validate_only,decouple_nk_gpsi,1,2026-05-17 13:28:03
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_gpsi,1,2026-05-17 13:28:03
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_gpsi,1,2026-05-17 13:28:03
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_gpsi,1,2026-05-17 13:28:03
nproc,nproc,0,1,validate_only,decouple_nk_gpsi,2,2026-05-17 13:28:06
nproc_all,nproc --all,0,16,validate_only,decouple_nk_gpsi,2,2026-05-17 13:28:06
taskset_current_process,taskset -pc 9253,0,pid 9253's current affinity list: 0-15,validate_only,decouple_nk_gpsi,2,2026-05-17 13:28:06
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_gpsi,2,2026-05-17 13:28:06
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_gpsi,2,2026-05-17 13:28:06
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_gpsi,2,2026-05-17 13:28:06
nproc,nproc,0,1,validate_only,decouple_deepsets_obs,0,2026-05-17 13:28:10
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_obs,0,2026-05-17 13:28:10
taskset_current_process,taskset -pc 9264,0,pid 9264's current affinity list: 0-15,validate_only,decouple_deepsets_obs,0,2026-05-17 13:28:10
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.5Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_obs,0,2026-05-17 13:28:10
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_obs,0,2026-05-17 13:28:10
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_obs,0,2026-05-17 13:28:10
nproc,nproc,0,1,validate_only,decouple_nk_obs,0,2026-05-17 13:29:03
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,0,2026-05-17 13:29:03
taskset_current_process,taskset -pc 9376,0,pid 9376's current affinity list: 0-15,validate_only,decouple_nk_obs,0,2026-05-17 13:29:03
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,0,2026-05-17 13:29:03
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,0,2026-05-17 13:29:03
