method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,history_valid_ratio_count,history_valid_ratio_mean,history_valid_ratio_median,history_valid_ratio_p95,history_valid_ratio_max,history_valid_ratio_min,history_valid_ratio_std,history_valid_ratio_nan_count,history_valid_ratio_inf_count,inactive_forwarded_count_count,inactive_forwarded_count_mean,inactive_forwarded_count_median,inactive_forwarded_count_p95,inactive_forwarded_count_max,inactive_forwarded_count_min,inactive_forwarded_count_std,inactive_forwarded_count_nan_count,inactive_forwarded_count_inf_count,delta_norm_1s_count,delta_norm_1s_mean,delta_norm_1s_median,delta_norm_1s_p95,delta_norm_1s_max,delta_norm_1s_min,delta_norm_1s_std,delta_norm_1s_nan_count,delta_norm_1s_inf_count,logvar_xy_1s_count,logvar_xy_1s_mean,logvar_xy_1s_median,logvar_xy_1s_p95,logvar_xy_1s_max,logvar_xy_1s_min,logvar_xy_1s_std,logvar_xy_1s_nan_count,logvar_xy_1s_inf_count,logvar_xy_1s_span,delta_norm_2s_count,delta_norm_2s_mean,delta_norm_2s_median,delta_norm_2s_p95,delta_norm_2s_max,delta_norm_2s_min,delta_norm_2s_std,delta_norm_2s_nan_count,delta_norm_2s_inf_count,logvar_xy_2s_count,logvar_xy_2s_mean,logvar_xy_2s_median,logvar_xy_2s_p95,logvar_xy_2s_max,logvar_xy_2s_min,logvar_xy_2s_std,logvar_xy_2s_nan_count,logvar_xy_2s_inf_count,logvar_xy_2s_span,delta_norm_4s_count,delta_norm_4s_mean,delta_norm_4s_median,delta_norm_4s_p95,delta_norm_4s_max,delta_norm_4s_min,delta_norm_4s_std,delta_norm_4s_nan_count,delta_norm_4s_inf_count,logvar_xy_4s_count,logvar_xy_4s_mean,logvar_xy_4s_median,logvar_xy_4s_p95,logvar_xy_4s_max,logvar_xy_4s_min,logvar_xy_4s_std,logvar_xy_4s_nan_count,logvar_xy_4s_inf_count,logvar_xy_4s_span,projected_std_radial_count,projected_std_radial_mean,projected_std_radial_median,projected_std_radial_p95,projected_std_radial_max,projected_std_radial_min,projected_std_radial_std,projected_std_radial_nan_count,projected_std_radial_inf_count,projected_std_relvel_count,projected_std_relvel_mean,projected_std_relvel_median,projected_std_relvel_p95,projected_std_relvel_max,projected_std_relvel_min,projected_std_relvel_std,projected_std_relvel_nan_count,projected_std_relvel_inf_count,source_phase,training_seed
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,accel_decel,high,20910,0.7027164040082582,0.8500000238418579,1.0,1.0,0.05000000074505806,0.3379942448960314,0,0,3253,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20910,1.0222894383457213,1.0370692014694214,1.675712704658508,2.6333963871002197,0.016581883653998375,0.40274084215388267,0,0,41820,-4.630536267696735,-5.0,-2.6370556116104145,0.06513696163892746,-5.0,0.8216780092984682,0,0,5.0651369616389275,20910,2.9647185360653827,3.0345442295074463,4.64200792312622,7.454319477081299,0.037891969084739685,1.0873387966293366,0,0,41820,-3.8671871638892013,-4.373906135559082,-1.2600669980049142,0.9954221248626709,-5.0,1.3164536314124047,0,0,5.995422124862671,20910,5.925636244402768,6.156228542327881,9.108141899108887,11.74616813659668,0.06273671239614487,2.1709397997457187,0,0,41820,-2.773176158403257,-2.347567081451416,-0.42983078956604004,1.436777949333191,-5.0,1.6831789363253677,0,0,6.436777949333191,3253,0.11472992921265829,0.08208499848842621,0.2514014065265649,0.8450670838356018,0.08208498358726501,0.08344081605422225,0,0,3253,0.11551022109318762,0.08208499848842621,0.25371646881103516,0.9074953198432922,0.08208498358726501,0.09171748923445626,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,high,10777,0.6991695280704388,0.8500000238418579,1.0,1.0,0.05000000074505806,0.33942214355272393,0,0,1788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10777,1.1035545762304941,1.1460397243499756,1.7086271286010726,2.34513783454895,0.011981778778135777,0.4102925132776753,0,0,21554,-4.4958758053519405,-5.0,-2.350875687599183,0.21009138226509094,-5.0,0.9231067887713157,0,0,5.210091382265091,10777,3.0918976559597606,3.1677255630493164,4.7346696853637695,6.7289347648620605,0.06270502507686615,1.1033867106202726,0,0,21554,-3.7034512152982613,-4.1109535694122314,-1.141830563545227,0.8923545479774475,-5.0,1.3881951549651064,0,0,5.8923545479774475,10777,6.029856489107277,6.33603572845459,9.113559913635251,11.216851234436035,0.03953169658780098,2.1337027584616117,0,0,21554,-2.6299925263489055,-2.153233528137207,-0.4359399080276489,1.8369805812835693,-5.0,1.6704186957360105,0,0,6.836980581283569,1788,0.11447554471708785,0.08208499848842621,0.270185615122318,0.6096965670585632,0.08208498358726501,0.0739177185229565,0,0,1788,0.11612467070670603,0.08208499848842621,0.2656677052378653,0.5637302994728088,0.08208498358726501,0.07424887339187901,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,high,29125,0.7030042922588888,0.8500000238418579,1.0,1.0,0.05000000074505806,0.3377927394050924,0,0,4790,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29125,1.1065185961010247,1.110795497894287,1.7344392538070679,2.4229226112365723,0.019737133756279945,0.3870930651799284,0,0,58250,-4.640570215242487,-5.0,-2.6196201920509363,0.1526760458946228,-5.0,0.8168033373477452,0,0,5.152676045894623,29125,3.196073610404658,3.254833221435547,4.9182305335998535,7.867405891418457,0.03041284903883934,1.0743345673886517,0,0,58250,-3.9228894992919696,-4.545845985412598,-1.3106934547424325,0.6981732845306396,-5.0,1.297506211730395,0,0,5.69817328453064,29125,6.372478409337767,6.655861854553223,9.31387538909912,20.513830184936523,0.05755643919110298,2.108436225227052,0,0,58250,-2.8166612005683995,-2.4043251276016235,-0.514934289455414,1.520538091659546,-5.0,1.6627792871190072,0,0,6.520538091659546,4790,0.10749208808940736,0.08208499848842621,0.2501599974930289,0.8272995948791504,0.08208498358726501,0.06556547893495462,0,0,4790,0.1091892546723307,0.08208499848842621,0.25580860674381267,0.7004677057266235,0.08208498358726501,0.06852564064163469,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,linear,high,14095,0.697236609143615,0.8500000238418579,1.0,1.0,0.05000000074505806,0.33497177661065447,0,0,2348,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14095,1.080654040611514,1.0893633365631104,1.6429536938667295,2.350285530090332,0.012976297177374363,0.3546045720754567,0,0,28190,-4.3685617904455984,-5.0,-2.081021118164063,0.05654066056013107,-5.0,1.057801262387579,0,0,5.056540660560131,14095,3.209703081333498,3.304588556289673,4.680008125305173,6.976153373718262,0.04834349453449249,0.9695272993065435,0,0,28190,-3.549405719542168,-3.8706257343292236,-0.9834088563919074,0.9789699912071228,-5.0,1.4649946328318384,0,0,5.978969991207123,14095,6.507118338258734,6.768280982971191,9.24406909942627,13.3800687789917,0.09588798880577087,1.8914694015414153,0,0,28190,-2.58820900671077,-2.037187099456787,-0.2715322583913808,2.248211145401001,-5.0,1.7366227839969028,0,0,7.248211145401001,2348,0.13811885977712868,0.08208499848842621,0.34249216318130493,0.8155736327171326,0.08208498358726501,0.09930541225803287,0,0,2348,0.13434963964014687,0.08208499848842621,0.3330915570259094,0.915841817855835,0.08208498358726501,0.09363858095701283,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,ar1_velocity,high,21783,0.6959945833330922,0.8500000238418579,1.0,1.0,0.05000000074505806,0.3377680717782382,0,0,3201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21783,1.0150042212489256,1.03596830368042,1.6390960216522217,2.363032579421997,0.012030728161334991,0.3882320738573803,0,0,43566,-4.586023396704595,-5.0,-2.3681323528289795,0.0024691149592399597,-5.0,0.8867389907245309,0,0,5.00246911495924,21783,3.01303300884859,3.103583574295044,4.561136722564697,6.455156326293945,0.055452264845371246,1.0218688899315267,0,0,43566,-3.801488215149493,-4.313823699951172,-1.1150611639022827,0.5802462100982666,-5.0,1.3640114210025411,0,0,5.580246210098267,21783,6.020955711884832,6.3331685066223145,8.849271774291992,15.19270133972168,0.020511899143457413,2.0435844511148136,0,0,43566,-2.798519684454788,-2.4114298820495605,-0.3342632055282593,2.296217679977417,-5.0,1.7013919207339214,0,0,7.296217679977417,3201,0.1228048173161977,0.08208499848842621,0.33583226799964905,0.9012428522109985,0.08208498358726501,0.09446157055428621,0,0,3201,0.12308644268967814,0.08208499848842621,0.3235676884651184,0.9829205870628357,0.08208498358726501,0.09426532528017424,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,linear,medium,663,0.7192307698848021,0.949999988079071,1.0,1.0,0.05000000074505806,0.3519549093067559,0,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,663,0.7005587810170057,0.6998397707939148,1.357370376586914,1.7153308391571045,0.03144053369760513,0.41169537222963815,0,0,1326,-4.543651538466976,-5.0,-2.2976198196411133,-0.3409058451652527,-5.0,0.9625953358808462,0,0,4.659094154834747,663,2.0303436606043603,2.1069934368133545,4.029659748077393,4.48881721496582,0.06905806064605713,1.152374726891656,0,0,1326,-3.9598078216969697,-5.0,-0.8769488334655762,0.2355613261461258,-5.0,1.4697317831259804,0,0,5.235561326146126,663,4.169912458949499,3.8970561027526855,8.27956485748291,11.120245933532715,0.0692630484700203,2.463774658598083,0,0,1326,-3.4809052612868503,-3.6931569576263428,-0.7974905967712402,0.6804672479629517,-5.0,1.5578380756693415,0,0,5.680467247962952,108,0.1290640321870645,0.08208499848842621,0.3672234669327734,0.5671107769012451,0.08208498358726501,0.10383443307845694,0,0,108,0.11113757288290395,0.08208499848842621,0.2761288851499553,0.47266489267349243,0.08208499103784561,0.077109122301727,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,accel_decel,medium,297,0.6577441083888212,0.8500000238418579,1.0,1.0,0.05000000074505806,0.3851065195282013,0,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,297,0.9819731086191504,0.9984223246574402,1.4459407329559326,1.879235029220581,0.17390300333499908,0.33586890757148374,0,0,594,-4.3658854398462505,-5.0,-1.9656345844268799,-0.16899138689041138,-5.0,1.049416540106595,0,0,4.831008613109589,297,3.0251508854856395,2.897672176361084,4.500755786895752,5.036445617675781,1.2720141410827637,0.8455393319089132,0,0,594,-3.5385001455041696,-4.069591522216797,-0.7654508829116807,0.1577993780374527,-5.0,1.5448336093225312,0,0,5.157799378037453,297,5.64419550125045,5.664496421813965,8.355821228027343,9.598713874816895,2.237149953842163,1.717137035214531,0,0,594,-2.680615284662029,-2.1919026374816895,-0.5848306208848945,1.3616247177124023,-5.0,1.6228062118749809,0,0,6.361624717712402,51,0.10937420074261871,0.0820850059390068,0.232569620013237,0.24073177576065063,0.08208499103784561,0.05209991503443965,0,0,51,0.13125629430892422,0.08208499848842621,0.29848912358283997,0.3795870840549469,0.08208499103784561,0.07783755706740686,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,ar1_velocity,medium,1437,0.5983298545808284,0.6499999761581421,1.0,1.0,0.05000000074505806,0.3594784654532713,0,0,264,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1437,1.1257852487701587,1.0908136367797852,1.77485830783844,2.024345636367798,0.03657263517379761,0.4200106599325599,0,0,2874,-4.316758786112319,-5.0,-1.8248009204864504,0.008467607200145721,-5.0,1.1505129336727675,0,0,5.008467607200146,1437,3.2594587542816593,3.221608877182007,4.845866680145265,5.738408088684082,0.42199498414993286,0.9752756521001278,0,0,2874,-3.495715329407992,-3.842449903488159,-0.8280405044555667,0.36565303802490234,-5.0,1.4990428828757094,0,0,5.365653038024902,1437,6.545520336991312,6.591090679168701,9.704212760925294,10.29833984375,1.2487818002700806,1.9053993717590927,0,0,2874,-2.2810362483722804,-1.7928736209869385,-0.26366249471902853,1.1545027494430542,-5.0,1.6418090708174864,0,0,6.154502749443054,264,0.1402796223251657,0.08208499848842621,0.28673291206359863,0.690667450428009,0.08208499103784561,0.10345774472652892,0,0,264,0.13165835841474208,0.08208499848842621,0.2834746241569519,0.5221729874610901,0.08208499103784561,0.08427758670610265,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,crossing_or_sudden_threat,medium,297,0.6191919192747034,0.800000011920929,1.0,1.0,0.05000000074505806,0.4023734540063927,0,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,297,1.0728820046090117,1.1466645002365112,1.5109695911407468,1.866813063621521,0.20340973138809204,0.3580004833847065,0,0,594,-4.448311929788553,-5.0,-1.520118677616117,-0.07548315078020096,-5.0,1.0505820437786584,0,0,4.924516849219799,297,3.2149217742862124,3.4153671264648438,4.629464530944824,6.117829322814941,1.004902720451355,0.9392776691556364,0,0,594,-3.512267280275924,-3.7938029766082764,-0.50480781495571,0.30584847927093506,-5.0,1.442515498004778,0,0,5.305848479270935,297,6.137206814505837,6.133184909820557,8.722060012817384,10.137828826904297,2.398563861846924,1.7385146029061445,0,0,594,-2.4516850051592396,-1.9423983693122864,0.15221649557352143,0.6317113637924194,-5.0,1.7237945330128892,0,0,5.631711363792419,51,0.12056884739328833,0.08208499848842621,0.40490059554576874,0.7193778157234192,0.08208499103784561,0.14971727525657397,0,0,51,0.12352103126399658,0.08208499848842621,0.4105905443429947,0.6776243448257446,0.08208499103784561,0.1393741428559873,0,0,nan,nan
p3_s1_1000k,P3_block_projected_seed1_1000k,p3_s1_1000k,1000000,1000k,eval_flow_id,sinusoidal_lateral,medium,315,0.509047620033934,0.5,1.0,1.0,0.05000000074505806,0.334719565672047,0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,315,1.1347130815897668,1.1248255968093872,1.8829734325408936,1.9394224882125854,0.0722711905837059,0.45601003876387625,0,0,630,-4.475490291061855,-5.0,-1.3262556791305542,-0.4862009286880493,-5.0,1.1133819324011065,0,0,4.513799071311951,315,3.4285075868879047,3.4186456203460693,5.3042311668396,5.819483280181885,0.6920545101165771,1.1295417776872394,0,0,630,-3.3460009787941263,-3.3164223432540894,-0.46351516246795654,0.09876956045627594,-5.0,1.4903708834842424,0,0,5.098769560456276,315,6.535033021654401,6.819091320037842,8.965361595153809,9.922377586364746,1.34244704246521,1.8206635353228016,0,0,630,-2.101575406197281,-1.5097687244415283,0.00471050851047039,0.49853652715682983,-5.0,1.6989544720710734,0,0,5.49853652715683,54,0.13574030664232042,0.08258586749434471,0.3219419613480545,0.5870112180709839,0.08208499103784561,0.11472578775805987,0,0,54,0.1286224867734644,0.08256862685084343,0.2832769215106945,0.5013988018035889,0.08208499103784561,0.09555414208463625,0,0,nan,nan
